matricola,2018-07-25,bonus_esercizi,bonus_correzioni,totale_voto-2018-07-25
VR380293,21,
VR389437,Insufficiente,
VR393747,22,
VR397411,18,
VR397785,Insufficiente,
VR399020,20,1,-,21
VR399300,24
VR399715,Insufficiente,
VR399812,18,2,-,20
VR400373,26,1,-,27,
VR401102,26,
VR401362,25,
VR401688,21,
VR404704,Insufficiente,
VR426298,30L,
